R,depth,width,seed,K,s2,rel
1.0,3,6,39,-6.0,5.5066774632090025,11.579166245790665
1.0,3,6,40,0.5,0.8440563052346255,0.9654411858058107
1.0,3,6,40,0.0,1.0,1.0
1.0,3,6,40,-0.5,1.1781835566085712,1.0851113357557887
1.0,3,6,40,-1.0,1.3810978455418155,1.1854373653069745
1.0,3,6,40,-2.0,1.8722418031399817,1.4107786041652821
1.0,3,6,40,-4.0,3.2885291045020604,2.008676983936745
1.0,3,6,40,-6.0,5.5066774632090025,2.9196969128421255
1.0,3,6,41,0.5,0.8440563052346255,0.9681989352656561
1.0,3,6,41,0.0,1.0,1.0
1.0,3,6,41,-0.5,1.1781835566085712,1.0658382558237733
1.0,3,6,41,-1.0,1.3810978455418155,1.1370196023798838
1.0,3,6,41,-2.0,1.8722418031399817,1.3643148865176804
1.0,3,6,41,-4.0,3.2885291045020604,2.3721423930388807
1.0,3,6,41,-6.0,5.5066774632090025,4.345338334520701
1.0,3,6,42,0.5,0.8440563052346255,0.966366220536263
1.0,3,6,42,0.0,1.0,1.0
1.0,3,6,42,-0.5,1.1781835566085712,1.1217995210065348
1.0,3,6,42,-1.0,1.3810978455418155,1.2656378571956783
1.0,3,6,42,-2.0,1.8722418031399817,1.6093949665527425
1.0,3,6,42,-4.0,3.2885291045020604,2.61080569435304
1.0,3,6,42,-6.0,5.5066774632090025,4.217131257921671
1.0,3,6,43,0.5,0.8440563052346255,0.9513439847305291
1.0,3,6,43,0.0,1.0,1.0
1.0,3,6,43,-0.5,1.1781835566085712,1.1311563110771723
1.0,3,6,43,-1.0,1.3810978455418155,1.283286976964063
1.0,3,6,43,-2.0,1.8722418031399817,1.6697577728140673
1.0,3,6,43,-4.0,3.2885291045020604,2.928650004543839
1.0,3,6,43,-6.0,5.5066774632090025,5.8778372169792
1.0,3,6,44,0.5,0.8440563052346255,0.9649536886876536
1.0,3,6,44,0.0,1.0,1.0
1.0,3,6,44,-0.5,1.1781835566085712,1.1106369208684945
1.0,3,6,44,-1.0,1.3810978455418155,1.2548261324809216
1.0,3,6,44,-2.0,1.8722418031399817,1.6470370828043042
1.0,3,6,44,-4.0,3.2885291045020604,2.931858316203731
1.0,3,6,44,-6.0,5.5066774632090025,5.180754211896556
1.0,3,6,45,0.5,0.8440563052346255,0.9637943773629828
1.0,3,6,45,0.0,1.0,1.0
1.0,3,6,45,-0.5,1.1781835566085712,1.056334449487122
1.0,3,6,45,-1.0,1.3810978455418155,1.1215598666689892
1.0,3,6,45,-2.0,1.8722418031399817,1.284078765126141
1.0,3,6,45,-4.0,3.2885291045020604,1.7948850202466422
1.0,3,6,45,-6.0,5.5066774632090025,2.5701246200480248
1.0,3,6,46,0.5,0.8440563052346255,0.9559212741527877
1.0,3,6,46,0.0,1.0,1.0
1.0,3,6,46,-0.5,1.1781835566085712,1.0952626485488195
1.0,3,6,46,-1.0,1.3810978455418155,1.2113197074246185
1.0,3,6,46,-2.0,1.8722418031399817,1.5289051661483166
1.0,3,6,46,-4.0,3.2885291045020604,2.665073896186688
1.0,3,6,46,-6.0,5.5066774632090025,4.844214208408768
1.0,3,6,47,0.5,0.8440563052346255,0.939952470676689
1.0,3,6,47,0.0,1.0,1.0
1.0,3,6,47,-0.5,1.1781835566085712,1.1227500044041276
1.0,3,6,47,-1.0,1.3810978455418155,1.2667157552673118
1.0,3,6,47,-2.0,1.8722418031399817,1.644275019690337
1.0,3,6,47,-4.0,3.2885291045020604,2.858706115215701
1.0,3,6,47,-6.0,5.5066774632090025,5.048751548320737
1.0,3,6,48,0.5,0.8440563052346255,0.9649690675245087
1.0,3,6,48,0.0,1.0,1.0
1.0,3,6,48,-0.5,1.1781835566085712,1.0584449220424927
1.0,3,6,48,-1.0,1.3810978455418155,1.1236406185997527
1.0,3,6,48,-2.0,1.8722418031399817,1.378098042690853
1.0,3,6,48,-4.0,3.2885291045020604,2.275988925338531
1.0,3,6,48,-6.0,5.5066774632090025,3.845711950784301
1.0,3,6,49,0.5,0.8440563052346255,0.9497050874345659
1.0,3,6,49,0.0,1.0,1.0
1.0,3,6,49,-0.5,1.1781835566085712,1.1237499047016444
1.0,3,6,49,-1.0,1.3810978455418155,1.2733233718579344
1.0,3,6,49,-2.0,1.8722418031399817,1.6399971064798269
1.0,3,6,49,-4.0,3.2885291045020604,2.67800967927975
1.0,3,6,49,-6.0,5.5066774632090025,4.394957270769775
1.2,3,6,0,0.5,0.7818921886213052,0.9382986789856571
1.2,3,6,0,0.0,1.0,1.0
1.2,3,6,0,-0.5,1.2642636720781635,1.2474625191634943
1.2,3,6,0,-1.0,1.582273321863023,1.5743799322785375
1.2,3,6,0,-2.0,2.415084767504488,2.5818985207466656
1.2,3,6,0,-4.0,5.1874412875774265,6.935344263932526
1.2,3,6,0,-6.0,10.282816224407696,17.786186979050377
1.2,3,6,1,0.5,0.7818921886213052,0.9514225954602211
1.2,3,6,1,0.0,1.0,1.0
1.2,3,6,1,-0.5,1.2642636720781635,1.104889513149382
1.2,3,6,1,-1.0,1.582273321863023,1.222634850335683
1.2,3,6,1,-2.0,2.415084767504488,1.5141298736600228
1.2,3,6,1,-4.0,5.1874412875774265,2.389685690649411
1.2,3,6,1,-6.0,10.282816224407696,3.8993728994183363
1.2,3,6,2,0.5,0.7818921886213052,0.9636146316901376
1.2,3,6,2,0.0,1.0,1.0
1.2,3,6,2,-0.5,1.2642636720781635,1.183345462291692
1.2,3,6,2,-1.0,1.582273321863023,1.4167636411337845
1.2,3,6,2,-2.0,2.415084767504488,2.069828727445042
1.2,3,6,2,-4.0,5.1874412875774265,4.5194153486946735
1.2,3,6,2,-6.0,10.282816224407696,9.77438961124105
1.2,3,6,3,0.5,0.7818921886213052,0.9407056737011373
1.2,3,6,3,0.0,1.0,1.0
1.2,3,6,3,-0.5,1.2642636720781635,1.114954487800063
1.2,3,6,3,-1.0,1.582273321863023,1.2517922009104057
1.2,3,6,3,-2.0,2.415084767504488,1.5641199465827145
1.2,3,6,3,-4.0,5.1874412875774265,2.5651407033568754
1.2,3,6,3,-6.0,10.282816224407696,4.298309357556991
1.2,3,6,4,0.5,0.7818921886213052,0.9388757315013562
1.2,3,6,4,0.0,1.0,1.0
1.2,3,6,4,-0.5,1.2642636720781635,1.1946524532398133
1.2,3,6,4,-1.0,1.582273321863023,1.4490541944009445
1.2,3,6,4,-2.0,2.415084767504488,2.2373825050971266
1.2,3,6,4,-4.0,5.1874412875774265,5.550716899535052
1.2,3,6,4,-6.0,10.282816224407696,13.478080131889383
1.2,3,6,5,0.5,0.7818921886213052,0.9508554759992635
1.2,3,6,5,0.0,1.0,1.0
1.2,3,6,5,-0.5,1.2642636720781635,1.1686758379167055
1.2,3,6,5,-1.0,1.582273321863023,1.3718969518741648
1.2,3,6,5,-2.0,2.415084767504488,1.9201570699782093
1.2,3,6,5,-4.0,5.1874412875774265,3.772905298754877
1.2,3,6,5,-6.0,10.282816224407696,7.1013999736025735
1.2,3,6,6,0.5,0.7818921886213052,0.9638517128553136
1.2,3,6,6,0.0,1.0,1.0
1.2,3,6,6,-0.5,1.2642636720781635,1.341288165070344
1.2,3,6,6,-1.0,1.582273321863023,1.875113189452729
1.2,3,6,6,-2.0,2.415084767504488,3.705482511498508
1.2,3,6,6,-4.0,5.1874412875774265,13.977928026114057
1.2,3,6,6,-6.0,10.282816224407696,47.595448755851784
1.2,3,6,7,0.5,0.7818921886213052,0.9498152024591437
1.2,3,6,7,0.0,1.0,1.0
1.2,3,6,7,-0.5,1.2642636720781635,1.1593280989443486
1.2,3,6,7,-1.0,1.582273321863023,1.3754927675661976
1.2,3,6,7,-2.0,2.415084767504488,1.9326463430443597
1.2,3,6,7,-4.0,5.1874412875774265,3.824208200090521
1.2,3,6,7,-6.0,10.282816224407696,7.31026149450168
1.2,3,6,8,0.5,0.7818921886213052,0.9521518839454003
1.2,3,6,8,0.0,1.0,1.0
1.2,3,6,8,-0.5,1.2642636720781635,1.1631171930734996
1.2,3,6,8,-1.0,1.582273321863023,1.378090402871326
1.2,3,6,8,-2.0,2.415084767504488,1.954385982396107
1.2,3,6,8,-4.0,5.1874412875774265,3.959075183100323
1.2,3,6,8,-6.0,10.282816224407696,7.910864848719004
1.2,3,6,9,0.5,0.7818921886213052,0.9573078806822359
1.2,3,6,9,0.0,1.0,1.0
1.2,3,6,9,-0.5,1.2642636720781635,1.1791950913261444
1.2,3,6,9,-1.0,1.582273321863023,1.4178553602801651
1.2,3,6,9,-2.0,2.415084767504488,2.092539220458239
1.2,3,6,9,-4.0,5.1874412875774265,4.668160685717115
1.2,3,6,9,-6.0,10.282816224407696,10.256801990156182
1.2,3,6,10,0.5,0.7818921886213052,0.9614898781775739
1.2,3,6,10,0.0,1.0,1.0
1.2,3,6,10,-0.5,1.2642636720781635,1.2226441571175497
1.2,3,6,10,-1.0,1.582273321863023,1.5262948697309298
1.2,3,6,10,-2.0,2.415084767504488,2.4750115908734864
1.2,3,6,10,-4.0,5.1874412875774265,6.444476200902534
1.2,3,6,10,-6.0,10.282816224407696,15.876513611462473
1.2,3,6,11,0.5,0.7818921886213052,0.9515175518183274
1.2,3,6,11,0.0,1.0,1.0
1.2,3,6,11,-0.5,1.2642636720781635,1.175645112448514
1.2,3,6,11,-1.0,1.582273321863023,1.478920974120786
1.2,3,6,11,-2.0,2.415084767504488,2.7318869097437606
1.2,3,6,11,-4.0,5.1874412875774265,10.548631140491269
1.2,3,6,11,-6.0,10.282816224407696,39.55980295365227
1.2,3,6,12,0.5,0.7818921886213052,0.9486267989977619
1.2,3,6,12,0.0,1.0,1.0
1.2,3,6,12,-0.5,1.2642636720781635,1.1053813022823298
1.2,3,6,12,-1.0,1.582273321863023,1.2326868706419314
1.2,3,6,12,-2.0,2.415084767504488,1.6009749687577624
1.2,3,6,12,-4.0,5.1874412875774265,2.7836825182280314
1.2,3,6,12,-6.0,10.282816224407696,5.146896911965853
1.2,3,6,13,0.5,0.7818921886213052,0.9598299098375859
1.2,3,6,13,0.0,1.0,1.0
1.2,3,6,13,-0.5,1.2642636720781635,1.1282645405875118
1.2,3,6,13,-1.0,1.582273321863023,1.2874999104846605
1.2,3,6,13,-2.0,2.415084767504488,1.7261870863009119
1.2,3,6,13,-4.0,5.1874412875774265,3.2043635711717564
1.2,3,6,13,-6.0,10.282816224407696,5.9271909320348275
1.2,3,6,14,0.5,0.7818921886213052,0.9413367072388147
1.2,3,6,14,0.0,1.0,1.0
1.2,3,6,14,-0.5,1.2642636720781635,1.0854138402564162
1.2,3,6,14,-1.0,1.582273321863023,1.2021315480029902
1.2,3,6,14,-2.0,2.415084767504488,1.4600008056818923
1.2,3,6,14,-4.0,5.1874412875774265,2.265719689775478
1.2,3,6,14,-6.0,10.282816224407696,3.6900201753314863
1.2,3,6,15,0.5,0.7818921886213052,0.9392020229087126
1.2,3,6,15,0.0,1.0,1.0
1.2,3,6,15,-0.5,1.2642636720781635,1.203555782249275
1.2,3,6,15,-1.0,1.582273321863023,1.5201729962688892
1.2,3,6,15,-2.0,2.415084767504488,2.553517352474446
1.2,3,6,15,-4.0,5.1874412875774265,7.366029870422863
1.2,3,6,15,-6.0,10.282816224407696,19.917532848689383
1.2,3,6,16,0.5,0.7818921886213052,0.9178033697976486
1.2,3,6,16,0.0,1.0,1.0
1.2,3,6,16,-0.5,1.2642636720781635,1.2291822590818529
1.2,3,6,16,-1.0,1.582273321863023,1.5250105010133252
1.2,3,6,16,-2.0,2.415084767504488,2.408714198209611
1.2,3,6,16,-4.0,5.1874412875774265,6.5868476597633565
1.2,3,6,16,-6.0,10.282816224407696,17.596860696538876
1.2,3,6,17,0.5,0.7818921886213052,0.9620620039382535
1.2,3,6,17,0.0,1.0,1.0
1.2,3,6,17,-0.5,1.2642636720781635,1.1409233569042074
1.2,3,6,17,-1.0,1.582273321863023,1.308301726382468
1.2,3,6,17,-2.0,2.415084767504488,1.7234202611490437
1.2,3,6,17,-4.0,5.1874412875774265,3.0663205105416123
1.2,3,6,17,-6.0,10.282816224407696,5.341751151691952
1.2,3,6,18,0.5,0.7818921886213052,0.9468471437683765
1.2,3,6,18,0.0,1.0,1.0
1.2,3,6,18,-0.5,1.2642636720781635,1.1248544172952284
1.2,3,6,18,-1.0,1.582273321863023,1.2609086868068995
1.2,3,6,18,-2.0,2.415084767504488,1.8060601211853495
1.2,3,6,18,-4.0,5.1874412875774265,4.758240588510518
1.2,3,6,18,-6.0,10.282816224407696,12.636329835012994
1.2,3,6,19,0.5,0.7818921886213052,0.9390067870988759
1.2,3,6,19,0.0,1.0,1.0
1.2,3,6,19,-0.5,1.2642636720781635,1.1613551886152114
1.2,3,6,19,-1.0,1.582273321863023,1.3942478550105806
1.2,3,6,19,-2.0,2.415084767504488,2.1500462181525344
1.2,3,6,19,-4.0,5.1874412875774265,5.550404265095024
1.2,3,6,19,-6.0,10.282816224407696,14.413613996778835
1.2,3,6,20,0.5,0.7818921886213052,0.9480643548946386
1.2,3,6,20,0.0,1.0,1.0
1.2,3,6,20,-0.5,1.2642636720781635,1.1324922664992945
1.2,3,6,20,-1.0,1.582273321863023,1.3411784596689522
1.2,3,6,20,-2.0,2.415084767504488,1.9878385710985447
1.2,3,6,20,-4.0,5.1874412875774265,4.315326571201977
1.2,3,6,20,-6.0,10.282816224407696,8.541153781571255
1.2,3,6,21,0.5,0.7818921886213052,0.9358800803327337
1.2,3,6,21,0.0,1.0,1.0
1.2,3,6,21,-0.5,1.2642636720781635,1.1288330567346172
1.2,3,6,21,-1.0,1.582273321863023,1.3284661296108942
1.2,3,6,21,-2.0,2.415084767504488,1.9650234384591665
1.2,3,6,21,-4.0,5.1874412875774265,4.395833074843668
1.2,3,6,21,-6.0,10.282816224407696,9.684636963856224
1.2,3,6,22,0.5,0.7818921886213052,0.9421550512411584
1.2,3,6,22,0.0,1.0,1.0
1.2,3,6,22,-0.5,1.2642636720781635,1.1582040228998873
1.2,3,6,22,-1.0,1.582273321863023,1.3537821013427407
1.2,3,6,22,-2.0,2.415084767504488,1.9504438000731747
1.2,3,6,22,-4.0,5.1874412875774265,4.286819042003104
1.2,3,6,22,-6.0,10.282816224407696,9.134488397911209
1.2,3,6,23,0.5,0.7818921886213052,0.9600355856125128
1.2,3,6,23,0.0,1.0,1.0
1.2,3,6,23,-0.5,1.2642636720781635,1.280323845250352
1.2,3,6,23,-1.0,1.582273321863023,1.6545186301609651
1.2,3,6,23,-2.0,2.415084767504488,2.7841401476263847
1.2,3,6,23,-4.0,5.1874412875774265,7.889774866617996
1.2,3,6,23,-6.0,10.282816224407696,21.665542595275177
1.2,3,6,24,0.5,0.7818921886213052,0.9459165382116281
1.2,3,6,24,0.0,1.0,1.0
1.2,3,6,24,-0.5,1.2642636720781635,1.0927544334051913
1.2,3,6,24,-1.0,1.582273321863023,1.1872460885214648
1.2,3,6,24,-2.0,2.415084767504488,1.4365902019987713
1.2,3,6,24,-4.0,5.1874412875774265,2.1574417196356603
1.2,3,6,24,-6.0,10.282816224407696,3.5239695901318444
1.2,3,6,25,0.5,0.7818921886213052,0.9597896730222412
1.2,3,6,25,0.0,1.0,1.0
1.2,3,6,25,-0.5,1.2642636720781635,1.1542487281834206
1.2,3,6,25,-1.0,1.582273321863023,1.374448520731098
1.2,3,6,25,-2.0,2.415084767504488,2.0805398701515694
1.2,3,6,25,-4.0,5.1874412875774265,5.345816475684556
1.2,3,6,25,-6.0,10.282816224407696,13.629732848758671
1.2,3,6,26,0.5,0.7818921886213052,0.9337690048822781
1.2,3,6,26,0.0,1.0,1.0
1.2,3,6,26,-0.5,1.2642636720781635,1.1866223144856836
1.2,3,6,26,-1.0,1.582273321863023,1.455524018575869
1.2,3,6,26,-2.0,2.415084767504488,2.2889130232916783
1.2,3,6,26,-4.0,5.1874412875774265,5.640377295828692
1.2,3,6,26,-6.0,10.282816224407696,13.083061191883793
1.2,3,6,27,0.5,0.7818921886213052,0.9497801258484
1.2,3,6,27,0.0,1.0,1.0
1.2,3,6,27,-0.5,1.2642636720781635,1.1552937968137413
1.2,3,6,27,-1.0,1.582273321863023,1.3416545017568795
1.2,3,6,27,-2.0,2.415084767504488,1.849882825860137
1.2,3,6,27,-4.0,5.1874412875774265,3.61046500583177
1.2,3,6,27,-6.0,10.282816224407696,7.014601521490873
1.2,3,6,28,0.5,0.7818921886213052,0.9273846898336285
1.2,3,6,28,0.0,1.0,1.0
1.2,3,6,28,-0.5,1.2642636720781635,1.1878736085938129
1.2,3,6,28,-1.0,1.582273321863023,1.4306253171686714
1.2,3,6,28,-2.0,2.415084767504488,2.1712316759124977
1.2,3,6,28,-4.0,5.1874412875774265,5.893010298638929
1.2,3,6,28,-6.0,10.282816224407696,16.00769649414289
1.2,3,6,29,0.5,0.7818921886213052,0.9559902816756626
1.2,3,6,29,0.0,1.0,1.0
1.2,3,6,29,-0.5,1.2642636720781635,1.1501820347291722
1.2,3,6,29,-1.0,1.582273321863023,1.3418790765797732
1.2,3,6,29,-2.0,2.415084767504488,1.8841188080788565
1.2,3,6,29,-4.0,5.1874412875774265,3.804697860879371
1.2,3,6,29,-6.0,10.282816224407696,7.5535397394246635
1.2,3,6,30,0.5,0.7818921886213052,0.9380867119868771
1.2,3,6,30,0.0,1.0,1.0
1.2,3,6,30,-0.5,1.2642636720781635,1.1901276026197092
1.2,3,6,30,-1.0,1.582273321863023,1.5052119462750009
1.2,3,6,30,-2.0,2.415084767504488,2.667788444273363
1.2,3,6,30,-4.0,5.1874412875774265,8.456740809137841
1.2,3,6,30,-6.0,10.282816224407696,25.847799345176472
1.2,3,6,31,0.5,0.7818921886213052,0.9542214048785042
1.2,3,6,31,0.0,1.0,1.0
1.2,3,6,31,-0.5,1.2642636720781635,1.1728601020354104
1.2,3,6,31,-1.0,1.582273321863023,1.3880322422484386
1.2,3,6,31,-2.0,2.415084767504488,1.9678981165203808
1.2,3,6,31,-4.0,5.1874412875774265,3.9919150343808845
1.2,3,6,31,-6.0,10.282816224407696,7.944586458859484
1.2,3,6,32,0.5,0.7818921886213052,0.9368364499893066
1.2,3,6,32,0.0,1.0,1.0
1.2,3,6,32,-0.5,1.2642636720781635,1.1648774004059228
1.2,3,6,32,-1.0,1.582273321863023,1.3925186108660965
1.2,3,6,32,-2.0,2.415084767504488,2.0406037085546505
1.2,3,6,32,-4.0,5.1874412875774265,4.323788728559809
1.2,3,6,32,-6.0,10.282816224407696,8.692330990711293
1.2,3,6,33,0.5,0.7818921886213052,0.9734528975906674
1.2,3,6,33,0.0,1.0,1.0
1.2,3,6,33,-0.5,1.2642636720781635,1.0928668185261392
1.2,3,6,33,-1.0,1.582273321863023,1.2090254419866238
1.2,3,6,33,-2.0,2.415084767504488,1.5007282158449058
1.2,3,6,33,-4.0,5.1874412875774265,2.4428914751133814
1.2,3,6,33,-6.0,10.282816224407696,4.081224460053098
1.2,3,6,34,0.5,0.7818921886213052,0.9371854629331723
1.2,3,6,34,0.0,1.0,1.0
1.2,3,6,34,-0.5,1.2642636720781635,1.1118970064198008
1.2,3,6,34,-1.0,1.582273321863023,1.2593309457328719
1.2,3,6,34,-2.0,2.415084767504488,1.6701131446049025
1.2,3,6,34,-4.0,5.1874412875774265,3.1517943617939044
1.2,3,6,34,-6.0,10.282816224407696,6.042479902511679
1.2,3,6,35,0.5,0.7818921886213052,0.9415155075385169
1.2,3,6,35,0.0,1.0,1.0
1.2,3,6,35,-0.5,1.2642636720781635,1.2023041395024707
1.2,3,6,35,-1.0,1.582273321863023,1.52952085036809
1.2,3,6,35,-2.0,2.415084767504488,2.559331675727793
1.2,3,6,35,-4.0,5.1874412875774265,7.073096190920442
1.2,3,6,35,-6.0,10.282816224407696,17.391761612101817
1.2,3,6,36,0.5,0.7818921886213052,0.9678328060612135
1.2,3,6,36,0.0,1.0,1.0
1.2,3,6,36,-0.5,1.2642636720781635,1.0819672787876597
1.2,3,6,36,-1.0,1.582273321863023,1.187450978209618
1.2,3,6,36,-2.0,2.415084767504488,1.4193858219617275
1.2,3,6,36,-4.0,5.1874412875774265,2.048915330564902
1.2,3,6,36,-6.0,10.282816224407696,2.967194548967056
1.2,3,6,37,0.5,0.7818921886213052,0.9523506045232419
1.2,3,6,37,0.0,1.0,1.0
1.2,3,6,37,-0.5,1.2642636720781635,1.1932781812574489
1.2,3,6,37,-1.0,1.582273321863023,1.4400824399652852
1.2,3,6,37,-2.0,2.415084767504488,2.0849126677405647
1.2,3,6,37,-4.0,5.1874412875774265,4.406318252442417
1.2,3,6,37,-6.0,10.282816224407696,9.103222639812289
1.2,3,6,38,0.5,0.7818921886213052,0.9261252859116587
1.2,3,6,38,0.0,1.0,1.0
1.2,3,6,38,-0.5,1.2642636720781635,1.324454642217357
1.2,3,6,38,-1.0,1.582273321863023,1.7921265318819835
1.2,3,6,38,-2.0,2.415084767504488,3.3370758008882326
1.2,3,6,38,-4.0,5.1874412875774265,11.373726196382968
1.2,3,6,38,-6.0,10.282816224407696,35.85994167284477
1.2,3,6,39,0.5,0.7818921886213052,0.9414174574262044
1.2,3,6,39,0.0,1.0,1.0
1.2,3,6,39,-0.5,1.2642636720781635,1.294989849673274
1.2,3,6,39,-1.0,1.582273321863023,1.7324792255559134
1.2,3,6,39,-2.0,2.415084767504488,3.1686257103369306
1.2,3,6,39,-4.0,5.1874412875774265,10.502787676759677
1.2,3,6,39,-6.0,10.282816224407696,33.15324913264042
1.2,3,6,40,0.5,0.7818921886213052,0.9539669772292096
1.2,3,6,40,0.0,1.0,1.0
1.2,3,6,40,-0.5,1.2642636720781635,1.1219265004290178
1.2,3,6,40,-1.0,1.582273321863023,1.2843100825115945
1.2,3,6,40,-2.0,2.415084767504488,1.6459338754778023
1.2,3,6,40,-4.0,5.1874412875774265,2.7979359770362016
1.2,3,6,40,-6.0,10.282816224407696,4.698556578527663
1.2,3,6,41,0.5,0.7818921886213052,0.9353449106760428
1.2,3,6,41,0.0,1.0,1.0
1.2,3,6,41,-0.5,1.2642636720781635,1.0978008709283869
1.2,3,6,41,-1.0,1.582273321863023,1.2201385787822294
1.2,3,6,41,-2.0,2.415084767504488,1.719048707522265
1.2,3,6,41,-4.0,5.1874412875774265,4.03887222405693
1.2,3,6,41,-6.0,10.282816224407696,9.753775720157995
1.2,3,6,42,0.5,0.7818921886213052,0.9581234393694789
1.2,3,6,42,0.0,1.0,1.0
1.2,3,6,42,-0.5,1.2642636720781635,1.182171808959232
1.2,3,6,42,-1.0,1.582273321863023,1.405661506247241
1.2,3,6,42,-2.0,2.415084767504488,1.9830635698536596
1.2,3,6,42,-4.0,5.1874412875774265,3.986700019160127
1.2,3,6,42,-6.0,10.282816224407696,7.79959140642477
1.2,3,6,43,0.5,0.7818921886213052,0.9348686137478337
1.2,3,6,43,0.0,1.0,1.0
1.2,3,6,43,-0.5,1.2642636720781635,1.191783161433718
1.2,3,6,43,-1.0,1.582273321863023,1.4382469549039654
1.2,3,6,43,-2.0,2.415084767504488,2.1120486567530845
1.2,3,6,43,-4.0,5.1874412875774265,5.410639161689476
1.2,3,6,43,-6.0,10.282816224407696,15.041142865500467
1.2,3,6,44,0.5,0.7818921886213052,0.9531790703330096
1.2,3,6,44,0.0,1.0,1.0
1.2,3,6,44,-0.5,1.2642636720781635,1.1715715204035302
1.2,3,6,44,-1.0,1.582273321863023,1.4117495672040856
1.2,3,6,44,-2.0,2.415084767504488,2.1220695983295896
1.2,3,6,44,-4.0,5.1874412875774265,4.870519701953643
1.2,3,6,44,-6.0,10.282816224407696,11.00786629743158
1.2,3,6,45,0.5,0.7818921886213052,0.952393593533886
1.2,3,6,45,0.0,1.0,1.0
1.2,3,6,45,-0.5,1.2642636720781635,1.0854887801807707
1.2,3,6,45,-1.0,1.582273321863023,1.1908355851946475
1.2,3,6,45,-2.0,2.415084767504488,1.4699008269175406
1.2,3,6,45,-4.0,5.1874412875774265,2.4660758814039982
1.2,3,6,45,-6.0,10.282816224407696,4.17114823737603
1.2,3,6,46,0.5,0.7818921886213052,0.9415642166547161
1.2,3,6,46,0.0,1.0,1.0
1.2,3,6,46,-0.5,1.2642636720781635,1.1402960380098315
1.2,3,6,46,-1.0,1.582273321863023,1.3315082267248532
1.2,3,6,46,-2.0,2.415084767504488,1.941082490541614
1.2,3,6,46,-4.0,5.1874412875774265,4.519780023494197
1.2,3,6,46,-6.0,10.282816224407696,10.41518110538165
1.2,3,6,47,0.5,0.7818921886213052,0.9175358401095847
1.2,3,6,47,0.0,1.0,1.0
1.2,3,6,47,-0.5,1.2642636720781635,1.1862990608264241
1.2,3,6,47,-1.0,1.582273321863023,1.4210450013682694
1.2,3,6,47,-2.0,2.415084767504488,2.082333707095728
1.2,3,6,47,-4.0,5.1874412875774265,4.687928156624518
1.2,3,6,47,-6.0,10.282816224407696,9.935674605468787
1.2,3,6,48,0.5,0.7818921886213052,0.9523868617231019
1.2,3,6,48,0.0,1.0,1.0
1.2,3,6,48,-0.5,1.2642636720781635,1.0866970389427348
1.2,3,6,48,-1.0,1.582273321863023,1.225360400633276
1.2,3,6,48,-2.0,2.415084767504488,1.7181087526499723
1.2,3,6,48,-4.0,5.1874412875774265,3.6144981550787043
1.2,3,6,48,-6.0,10.282816224407696,7.517737331760493
1.2,3,6,49,0.5,0.7818921886213052,0.9330064176825671
1.2,3,6,49,0.0,1.0,1.0
1.2,3,6,49,-0.5,1.2642636720781635,1.1901989418193968
1.2,3,6,49,-1.0,1.582273321863023,1.4224813013344113
1.2,3,6,49,-2.0,2.415084767504488,2.0345073647847465
1.2,3,6,49,-4.0,5.1874412875774265,4.120380740967274
1.2,3,6,49,-6.0,10.282816224407696,8.234823343872584
1.5,3,6,0,0.5,0.6769483974617138,0.9181417778266918
1.5,3,6,0,0.0,1.0,1.0
1.5,3,6,0,-0.5,1.4360039925734573,1.4200312176459138
1.5,3,6,0,-1.0,2.015035999061725,2.071836249517726
1.5,3,6,0,-2.0,3.7558748925962315,4.522010915076193
1.5,3,6,0,-4.0,11.150868673469775,19.965189326282374
1.5,3,6,0,-6.0,28.737348374899014,39.827424408604294
1.5,3,6,1,0.5,0.6769483974617138,0.92835880490971
1.5,3,6,1,0.0,1.0,1.0
1.5,3,6,1,-0.5,1.4360039925734573,1.169610789500058
1.5,3,6,1,-1.0,2.015035999061725,1.3755273058093422
1.5,3,6,1,-2.0,3.7558748925962315,1.9417417255875642
1.5,3,6,1,-4.0,11.150868673469775,4.156342026294467
1.5,3,6,1,-6.0,28.737348374899014,9.494640498837727
1.5,3,6,2,0.5,0.6769483974617138,0.947928478402518
1.5,3,6,2,0.0,1.0,1.0
1.5,3,6,2,-0.5,1.4360039925734573,1.3102466610340096
1.5,3,6,2,-1.0,2.015035999061725,1.7391475893295325
1.5,3,6,2,-2.0,3.7558748925962315,3.2031952390069907
1.5,3,6,2,-4.0,11.150868673469775,10.76095303295896
1.5,3,6,2,-6.0,28.737348374899014,33.0534752218253
1.5,3,6,3,0.5,0.6769483974617138,0.9135346218763432
1.5,3,6,3,0.0,1.0,1.0
1.5,3,6,3,-0.5,1.4360039925734573,1.1851460130966385
1.5,3,6,3,-1.0,2.015035999061725,1.4261120302596644
1.5,3,6,3,-2.0,3.7558748925962315,2.0618200967297744
1.5,3,6,3,-4.0,11.150868673469775,4.579903227221272
1.5,3,6,3,-6.0,28.737348374899014,9.39861260308294
1.5,3,6,4,0.5,0.6769483974617138,0.9058423959148842
1.5,3,6,4,0.0,1.0,1.0
1.5,3,6,4,-0.5,1.4360039925734573,1.3205776815173196
1.5,3,6,4,-1.0,2.015035999061725,1.8432146379442735
1.5,3,6,4,-2.0,3.7558748925962315,3.7334270938449166
1.5,3,6,4,-4.0,11.150868673469775,15.13391382365757
1.5,3,6,4,-6.0,28.737348374899014,54.66347429650876
1.5,3,6,5,0.5,0.6769483974617138,0.9290286468926532
